internship_title,company_name,location,start_date,duration,stipend
Java Development,FynTune Solution Private Limited,Navi Mumbai,Immediately,3 Months,"₹ 15,000 /month"
Credit Analytics,Ambient Consultancy,Mumbai,Immediately,3 Months,"₹ 10,000 /month"
Trainer (Teaching VLSI Front-end Designing Or VLSI Back-end Designing Course),SURE Trust,Work From Home,Immediately,3 Months,Unpaid
Fundraising/Crowdfunding,NayePankh Foundation,Work From Home,Immediately,3 Months,Unpaid
Psychology ( Marketing),HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month"
Event Management,Tech Analogy,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month"
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month"
Product Management,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month"
Graphic Design,Creatiwise,Work From Home,Immediately,6 Months,"₹ 15,000-20,000 /month"
Social Work,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid
IPad Art,Lawtech,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month"
Torchbearer Impact Program,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 lump sum"
Technical Architecture,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000-20,000 /month"
Social Impact Leading,HappiMynd,Work From Home,Immediately,6 Months,"₹ 1,000-2,000 /month"
Social Sector Operations,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid
Product Marketing,Wayspire Ed-Tech Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales And Marketing,"Manjita Osta (Melbourne Airport, Australia)",Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Subject Matter Expert (Physics) Live Doubts,Solvitude,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month"
Digital Marketing (Email Marketing),Lawtech,Work From Home,Immediately,6 Months,"₹ 5,000-7,000 /month"
Sales (Tele-marketing),Lawtech,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
UI/UX Design,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Product Management,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000-12,000 /month"
Android App Development,"Powerhouse AI (Singapore, Singapore)",Work From Home,Not specified,6 Months,"₹ 10,000-20,000 /month"
Ruby On Rails Development,Makerble,Work From Home,Immediately,6 Months,"₹ 15,000 /month"
Physics Content Writing,HaZZten,Work From Home,Immediately,6 Months,"₹ 5,000-15,000 /month"
Subject Matter Expert (Chemistry) Live Doubt,Solvitude,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month"
Content Writing (Chemistry),HaZZten,Work From Home,Immediately,6 Months,"₹ 5,000-15,000 /month"
AWS DevOps Engineering,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Human Resources (HR),Aelum Consulting,Jaipur,Immediately,6 Months,"₹ 10,000 /month"
Market Research (Fashion),Artyvis Technologies Private Limited,Work From Home,Immediately,6 Months,"₹ 10,000 /month"
Product Management,NightOwl,Work From Home,Immediately,6 Months,"₹ 15,000-25,000 /month"
Angular.js Development,Heliverse,Work From Home,Immediately,6 Months,"₹ 12,000-18,000 /month"
Business Development (Sales),WEB5G TECHNOLOGY PRIVATE LIMITED,Ghaziabad,Immediately,6 Months,"₹ 12,000-30,000 /month"
Social Media Marketing,Shubham Varshney,Hapur,Immediately,6 Months,"₹ 2,000 /month"
Marketing,Skylark Overseas Education,Visakhapatnam,Immediately,6 Months,"₹ 8,000 /month"
Sales And Marketing,The Audio World,Jaipur,Immediately,6 Months,"₹ 5,000 /month"
Video Making/Editing,Shubham Varshney,Hapur,Immediately,6 Months,"₹ 5,000 /month"
Electrical Engineering,Toshniwal Industries Private Limited,Ajmer,Immediately,6 Months,"₹ 4,000 /month"
Content Writing,Shubham Varshney,Meerut,Immediately,6 Months,"₹ 2,000 /month"
Copywriting,Packin Club,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Business Development (Sales),GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-12,000 /month"
Operation,Mariox Software Private Limited,Noida,Immediately,6 Months,"₹ 30,000 /month"
Logistics And Operations,GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-15,000 /month"
Marketing,GoMechanic,Gurgaon,Immediately,6 Months,"₹ 10,000-12,000 /month"
Business Development (Sales),GoMechanic,Chandigarh,Immediately,6 Months,"₹ 10,000-15,000 /month"
Business Development (Female),Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 10,000-14,000 /month"
Human Resources (HR),Webtonic Technologies Private Limited,Navi Mumbai,Immediately,6 Months,"₹ 5,000 /month"
Human Resources (HR),Guruji Astro,Jaipur,Immediately,5 Months,"₹ 9,000 /month"
Interior Design,9 Pointers Tech Private Limited,Jaipur,Immediately,5 Months,"₹ 5,000-15,000 /month"
Graphic Design,Careers360,Gurgaon,Immediately,5 Months,"₹ 20,000 /month"
Event Management,Blue Sparrow Science Party,Mumbai,Immediately,5 Months,"₹ 1,000 /week"
Business Development (Sales),Zedex Info Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Graphic Design,Pepper Money,Mumbai,Immediately,5 Months,"₹ 10,000-15,000 /month"
Video Editing,FlexiFunnels,Dehradun,Immediately,5 Months,"₹ 25,000 /month"
Campus Ambassador,EHAM Technologies,Work From Home,Immediately,5 Months,Performance Based
Recruitment,Shubham Varshney,Meerut,Immediately,5 Months,"₹ 2,000 /month"
Graphic Design,Adbizit,Mumbai,Immediately,5 Months,"₹ 12,000 /month"
Social Media Marketing,Akrati Jewels Incorporation,Jaipur,Immediately,5 Months,"₹ 10,000 /month"
Social Media Marketing,Limeless Media,Gurgaon,Immediately,5 Months,"₹ 8,000-15,000 /month"
Business Development (Sales),Internshala,Gurgaon,Immediately,5 Months,"₹ 18,000 /month"
Marketing,Cynergi,Mumbai,Immediately,5 Months,"₹ 5,000 /month"
Human Resources (HR),Relinns Technologies,Mohali,Immediately,5 Months,"₹ 8,000 /month"
Personal Assistant,Gigde Global Solutions Private Limited,Ghaziabad,Immediately,5 Months,"₹ 12,000-15,000 /month"
Digital Marketing,Akrati Jewels Incorporation,Jaipur,Immediately,5 Months,"₹ 10,000 /month"
CEO Assistant,Gigde Global Solutions Private Limited,Ghaziabad,Immediately,5 Months,"₹ 12,000-15,000 /month"
Motion Graphics,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
HR,Wayspire Ed-Tech Private Limited,Gurgaon,Immediately,5 Months,"₹ 7,000 /month"
Civil Engineering (Hydraulic/Water Resources),Infraplan Engineering Services Private Limited,Kolhapur,Immediately,5 Months,"₹ 10,000-15,000 /month"
Email Marketing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000 /month"
Video Making/Editing,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Social Media,Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month"
Business Development (Sales),Blue Rose Publishers,Delhi,Immediately,5 Months,"₹ 22,000 /month"
Content Writing,EasyEat AI,Gurgaon,Immediately,5 Months,"₹ 15,000 /month"
Field Sales,Vitta Chrome India Private Limited,Mumbai,Immediately,5 Months,"₹ 15,000 /month +  Incentives"
Social Media Marketing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000 /month"
Sales,ZocoNut,Delhi,Immediately,5 Months,"₹ 8,000-15,000 /month"
Operations,Able Jobs,Bangalore,Immediately,5 Months,"₹ 12,000-18,000 /month"
Editorial Assistance,Blue Rose Publishers,Noida,Immediately,5 Months,"₹ 16,000 /month"
Event Management,Seven Seas Hospitality,Delhi,Immediately,5 Months,"₹ 5,000-10,000 /month"
Operations,Able Jobs,Bangalore,Immediately,5 Months,"₹ 12,000-15,000 /month"
Video Making/Editing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000-10,000 /month"
Marketing,Clipbait Media Private Limited,Bangalore,Immediately,5 Months,"₹ 7,500 /month +  Incentives"
Business Development,Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month"
Content Writing,Zeppstr,Bangalore,Immediately,5 Months,"₹ 10,000 /month"
Business Development,Epicminds Information Technology,Bangalore,Immediately,5 Months,"₹ 10,000 /month"
Marketing,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5 Months,"₹ 15,000 /month"
Operations,Rentkar-Switch To Share,Bangalore,Immediately,5 Months,"₹ 12,000-14,000 /month"
E-commerce Operations,Palk Street,Hyderabad,Immediately,5 Months,"₹ 12,000-15,000 /month"
Influencer Marketing,Flipside Media Works,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Business Development (Sales),Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000-12,000 /month"
Social Media Marketing,Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month"
Marketing Specialist,UrjaBox Power Technologies Private Limited,Delhi,Immediately,5 Months,"₹ 10,000 /month"
E-commerce Operations,A Big Indian Story,Pune,Immediately,5 Months,"₹ 10,000 /month"
Video Making/Editing,Wherehouse.io,Gurgaon,Immediately,5 Months,"₹ 5,000-20,000 /month"
Social Media Marketing,Stax Media,Delhi,Immediately,5 Months,"₹ 10,000 /month"
Marketing,Rizzle,Hyderabad,Immediately,5 Months,"₹ 10,000 /month"
Search Engine Optimization (SEO),Zeppstr,Bangalore,Immediately,5 Months,"₹ 5,000-10,000 /month"
EXPO - Project Coordination,Audyogik Vyavsay Prashikshan Va Margdarshan Sanstha,Mumbai,Immediately,5 Months,"₹ 3,000 /month +  Incentives"
Human Resources (HR),Punt Partners,Mumbai,Immediately,5 Months,"₹ 10,000-15,000 /month"
Social Media Marketing,Ramp Asia,Delhi,Immediately,5 Months,"₹ 10,000-18,000 /month"
Marketing Lead,Recipeat,Bangalore,Immediately,5 Months,"₹ 12,000-18,000 /month"
Content Writing,GS1India,Delhi,Immediately,5 Months,"₹ 15,000 /month"
Creative Design,FlytBase Labs,Pune,Immediately,5 Months,"₹ 25,000-30,000 /month"
Accounting And Bookkeeping,Shubham Varshney,Meerut,Immediately,5 Months,"₹ 2,000 /month"
Business Development (Sales),Recipeat,Bangalore,Immediately,5 Months,"₹ 6,000-16,000 /month"
Visual Communication,FlytBase Labs,Pune,Immediately,5 Months,"₹ 15,000-30,000 /month"
Motion Graphics Design,FlytBase Labs,Pune,Immediately,5 Months,"₹ 25,000-30,000 /month"
Telesales,Trully Capital Fintech Private Limited,Pune,Immediately,5 Months,"₹ 6,000 /month"
Human Resources (HR),Marcamor Consulting,Hyderabad,Immediately,5 Months,"₹ 5,000 /month"
Graphic Design,E2E Recycling Business Private Limited,Bangalore,Immediately,5 Months,"₹ 10,000 /month"
Social Media Marketing,Pepmedia Services,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Social Media Marketing,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
HR,Error Technologies,Hyderabad,Immediately,5 Months,"₹ 15,000 /month"
Graphic Design,Confluencr,Bangalore,Immediately,5 Months,"₹ 15,000 /month"
Content Writing,KathaVersse Media Network Private Limited,Mumbai,Immediately,5 Months,"₹ 10,000 /month"
Human Resources (HR),MAG Finserv,Pune,Immediately,5 Months,"₹ 10,000 /month"
Content Writing,IRA Consulting,Mumbai,Immediately,5 Months,"₹ 7,500 /month"
UI/UX Design,Bilateral Solutions Private Limited,Mandi,Immediately,5 Months,"₹ 12,000-15,000 /month"
Graphic Design,Organic Smokes,Delhi,Immediately,5 Months,"₹ 8,000 /month"
Graphic Design,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000 /month"
E-commerce Operations,Longetivity Labs Private Limited,Chennai,Immediately,5 Months,"₹ 11,000-18,000 /month"
Embedded & IoT Development,9 Pointers Tech Private Limited,Jaipur,Immediately,5 Months,"₹ 6,000 /month"
Customer Delight,Energy Alternatives India,Chennai,Immediately,5 Months,"₹ 15,000-20,000 /month"
Climate Storytelling,Energy Alternatives India,Chennai,Immediately,5 Months,"₹ 15,000-20,000 /month"
Solid Works 3D Printing,Bilateral Solutions Private Limited,Mandi,Immediately,5 Months,"₹ 10,000 /month"
Auditing And Accounting,Zeppstr,Bangalore,Immediately,5 Months,"₹ 6,000-10,000 /month"
HR Recruitment,SkilloVilla Technologies Private Limited,Bangalore,Immediately,5 Months,"₹ 20,000 /month"
Finance,Punt Partners,Delhi,Immediately,6 Months,"₹ 15,000 /month"
QA Engineering,Ayurveda House Private Limited,Delhi,Immediately,6 Months,"₹ 10,000-12,000 /month"
Subject Matter Expert - Cyber Security,Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 10,000-12,000 /month"
Cyber Security,Internshala,Gurgaon,Immediately,6 Months,"₹ 18,000 /month"
Data Entry Executive,Newtral.io,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Customer Success,Radical Health-Tech Private Limited,Mumbai,Immediately,6 Months,"₹ 15,000 /month"
Financial Analysis,Zean Lithos And Company Private Limited,Work From Home,Immediately,6 Months,"₹ 9,000 /month"
Virtual Volunteering,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid
Video Making/Editing,Peppermint Communications Private Limited,Ulhasnagar,Immediately,6 Months,"₹ 15,000 /month"
Subject Matter Expert (SME),House Of Couton Private Limited,Work From Home,Immediately,6 Months,"₹ 12,000-30,000 /month"
Computer Teaching,Sarvam Foundation,Gurgaon,Immediately,6 Months,"₹ 3,000-5,000 /month"
Robotics Embedded Engineering,Bilateral Solutions Private Limited,Mandi,Immediately,6 Months,"₹ 10,000 /month"
AI Technology,Clipbait Media Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month"
Equity & Derivatives Trading,SDSR Consultancy Services Private Limited,Kolkata,Immediately,6 Months,"₹ 10,000-15,000 /month"
IT Infra/Devops,Labchild Solutions,Hyderabad,Immediately,6 Months,"₹ 2,000 /month +  Incentives"
Crowdfunding,InAmigos Foundation,Work From Home,Immediately,6 Months,Unpaid
Human Resources (HR),Shubham Varshney,Meerut,Immediately,6 Months,"₹ 2,000 /month"
Business Development(field sales),SaFa Technologies,Bokaro,Immediately,6 Months,"₹ 4,000 /month"
Business Development (Sales),Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales Consultant,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,100 /month +  Incentives"
Business Development (Sales),Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales And Marketing,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Business Development (Sales),Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Business Development (Sales),Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Business Development,Biztegy Analytics,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Sales,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Sales,Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Fundraising Operations,NayePankh Foundation,Work From Home,Immediately,6 Months,Unpaid
Business Development (Sales),Areno Innovations Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Business Development (Sales),Edugenskill,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives"
Social Media Research,FlexiFunnels,Dehradun,Immediately,6 Months,"₹ 10,000 /month +  Incentives"
Social Media Management,Iksha Labs Private Limited,Gurgaon,Immediately,6 Months,"₹ 20,000 /month"
YouTube Creation,Guruji Astro,Jaipur,Immediately,6 Months,"₹ 7,500 /month"
Search Engine Optimization (SEO),Fabulous Media Private Limited,Gurgaon,Immediately,6 Months,"₹ 5,000-15,000 /month"
Content Writing (Academic),Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 8,000-12,000 /month"
Sales,Investment Ideas,Mumbai,Immediately,6 Months,"₹ 5,000 /month +  Incentives"
Campus Ambassador,SLPP Consultants Private Limited,Work From Home,Immediately,6 Months,Performance Based
Voice Over Artist - Marati/Gujarathi/Assame With Editing Skills,Nettv4u,Work From Home,Immediately,6 Months,"₹ 5,000 /month"
Market Research,9Heaven,Delhi,Immediately,3 Months,"₹ 3,000 /month"
Business Development (Sales),Edugenskill,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Empowering Social Entrepreneurs,NayePankh Foundation,Work From Home,Immediately,3 Months,Unpaid
PR & Marketing,Niyogi Books,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Guest Relations Management,Ukiyo Stays,Mumbai,Immediately,3 Months,"₹ 8,000-10,000 /month"
Business Development (Sales),Ukiyo Stays,Mumbai,Immediately,3 Months,"₹ 8,000-10,000 /month"
Customer Service Executive,Nytarra Naturals,Delhi,Immediately,3 Months,"₹ 7,000-9,000 /month"
Content Management,Rizzle,Hyderabad,Immediately,3 Months,"₹ 15,000 /month"
Script Writing (Non-Fiction),Purani Dili Talkies LLP,Delhi,Immediately,3 Months,"₹ 10,000 /month"
Copywriting And Reel Creation,Internshala,Gurgaon,Immediately,3 Months,"₹ 18,000 /month"
Operations,Solution Graph,Work From Home,Immediately,3 Months,"₹ 2,000 /month"
E-commerce Executive,Ayurveda House Private Limited,Delhi,Immediately,3 Months,"₹ 6,000-10,000 /month"
Operations,SuperTails,Bangalore,Immediately,3 Months,"₹ 10,000-20,000 /month"
Marketing,Aero Armour,Kolkata,Immediately,3 Months,"₹ 5,000-10,000 /month"
Inside Sales,Filosha Infotech Private Limited,Bangalore,Immediately,3 Months,"₹ 10,000 /month"
Social Media Marketing,Jalan Distributors & Company,Kolkata,Immediately,3 Months,"₹ 7,000 /month +  Incentives"
Business Development,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives"
Search Engine Optimization (SEO),RankItRight Media,Bangalore,Immediately,3 Months,"₹ 15,000 /month"
Social Media Marketing,9Heaven,Delhi,Immediately,3 Months,"₹ 5,000 /month"
Strategy And Development,OpeninApp,Bangalore,Immediately,3 Months,"₹ 15,000-25,000 /month"
Telecalling,Virgo Communications & Exhibitions Private Limited,Bangalore,Immediately,3 Months,"₹ 15,000 /month"
